Authors,Author Full Names,Title,Source Title,Document Type,Publisher,Publication Year,Volume,Issue,DOI,Link,ISSN,ISBN,Number of Pages,Author Keywords,Language,Source,Abstract
"De Biase, LCC; Calcina-Ccori, PC; Fedrecheski, G; Duarte, GM; Rangel, PSS; Zuffo, MK","Costa De Biase, Laisa Caroline; Calcina-Ccori, Pablo C.; Fedrecheski, Geovane; Duarte, Gabriel M.; Santos Rangel, Phillipe Soares; Zuffo, Marcelo Knorich",Swarm Economy: A Model for Transactions in a Distributed and Organic IoT Platform,IEEE INTERNET OF THINGS JOURNAL,Article,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2019,6,3,10.1109/JIOT.2018.2886069,http://dx.doi.org/10.1109/JIOT.2018.2886069,2327-4662,,12,Blockchain; economic model; edge computing; Internet of Things (IoT),English,Web of Science,"The Internet of Things (IoT) is steadily growing and migrating to decentralized architectures. In this context the Swarm approach, based on organic, edge-centric IoT networks, proposes one step further toward cooperation among devices, through the creation of a communication mediator called Swarm Broker. An important aspect in creating a cooperation network in the Swarm is the economical domain: the Swarm economy that guarantees fair rules to stimulate resource sharing among participants. This economic aspect is even more challenging in networks with distributed governance and motivates the adoption of a technology for a trustworthy and immutable public registry, such as blockchain, to store transaction information. In this paper, we aim to create an economic model that regulate the cooperation among the participants of the Swarm, by implementing strategies, to fulfill the restrictions posed by the decentralized network and the presence of resource-constrained devices that integrate the Swarm. We created a microeconomic model for resource sharing in the Swarm and a transaction model, based on the price and reputation of participants. We created a blockchain-based system for storing currency, contract, and reputation information in a distributed way. We included the resulting models and implementation into the Swarm network, by adding a module into the Swarm Broker."
"Wang, ZE; Wu, JX; Yang, J; Cao, YL","Wang, Zuoen; Wu, Jingxian; Yang, Jing; Cao, Yingli",Optimum Distributed Estimation of a Spatially Correlated Random Field,IEEE TRANSACTIONS ON SIGNAL AND INFORMATION PROCESSING OVER NETWORKS,Article,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2019,5,4,10.1109/TSIPN.2019.2942192,http://dx.doi.org/10.1109/TSIPN.2019.2942192,2373-776X,,14,Estimation; Wireless sensor networks; Covariance matrices; Information processing; Iterative algorithms; Temperature measurement; Temperature sensors; Distributed estimation; spatial random field; distributed consensus,English,Web of Science,"The distributed estimation of a spatially correlated random field with decentralized sensor networks is studied in this paper. Nodes in the network take spatial samples of the random field, then each node estimates the values of arbitrary points on the random field by iteratively exchanging information with each other. The objective is to minimize the estimation mean squared error (MSE) while ensuring all nodes reach a distributed consensus on the estimation results. We propose a distributed iterative linear minimum mean squared error (LMMSE) algorithm that contains a state consensus stage and a local estimation stage in each iteration. The proposed algorithm requires the knowledge of the second-order statistics of the random field, and they are estimated by using a distributed learning algorithm with the help of distributed consensus. The key parameters of the algorithm, including an edge weight matrix and a sample weight matrix, are designed to minimize an MSE upper bound at all nodes when the number of iterations is large. It is shown that the optimum performance can be achieved by distributively mapping the high dimension measurement samples from all nodes into a low dimension subspace related to the covariance matrices of data and noise samples. The low-dimension mapping is achieved in a distributed manner through iterative information propagation. The low dimension mapping can significantly reduce the amount of data exchanged in the network, thus improve the convergence speed of the iterative algorithm."
"Sun, YP; Su, HS; Wang, XL","Sun, Yaping; Su, Housheng; Wang, Xiaoling",Semiglobal Observer-Based Positive Scaled Edge-Consensus of Networked Discrete-Time Systems Under Actuator Saturation,IEEE TRANSACTIONS ON SYSTEMS MAN CYBERNETICS-SYSTEMS,Article,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2021,51,7,10.1109/TSMC.2019.2944976,http://dx.doi.org/10.1109/TSMC.2019.2944976,2168-2216,,12,Protocols; Observers; Actuators; Discrete-time systems; Sun; Riccati equations; Image edge detection; Actuator saturation; discrete-time; low-gain feedback; observer; positive constraint; scaled edge consensus,English,Web of Science,"In this article, by using the linear graph theory, modified algebraic Riccati equation (MARE)-based method and duality principle, two interaction protocols are proposed to achieve the scaled edge-consensus of networked discrete-time systems with unmeasurable edge-sates. Meanwhile, drawing support from MARE-based low-gain feedback technique and positive system theory, sufficient conditions are derived to ensure the bounded control inputs and positive edge-states. Moreover, feedback matrices and observer matrices are, respectively, constructed by utilizing the solutions of MARE and modified algebraic dual Riccati equation (MADRE). Remarkably, the theoretical results only use the edge number and vertex number of network rather than the global information of network. Finally, five examples are shown to demonstrate the feasibility of the interaction protocols."
"Koh, MH; Sipahi, R","Koh, Min Hyong; Sipahi, Rifat",Achieving Fast Consensus by Edge Elimination in a Class of Consensus Dynamics with Large Delays,2016 AMERICAN CONTROL CONFERENCE (ACC),Proceedings Paper,IEEE,2016,,,,,0743-1619,978-1-4673-8682-1,6,,English,Web of Science,"A class of linear time-invariant consensus network dynamics with homogeneous delays is studied in terms of agents' convergence speed depending on the network graph. For this system, it is known that consensus is guaranteed only if the inter-agent delay tau is less than a certain margin tau* known as the delay margin. Since an analytical calculation of settling time for time delay systems is extremely difficult, if not impossible, and since rightmost roots only provide a rough estimation of state decay rate, here we take a statistical approach and analyze numerous case studies through time-domain simulations of the consensus system impulse response. On benchmark problems, we show that the graph underlying the consensus network together with the ratio tau/tau* and agents' initial conditions determine reaching consensus faster/slower. Specifically, we report that (i) for relatively large delays with tau < tau*, there is a set of graphs obtained by removing some edges between the agents with which fast consensus can be achieved, by about an order of magnitude reduction in settling time, and (ii) removing from a fully connected graph the edge corresponding to the largest difference of initial state values will reduce the settling time in the presence of large time delay."
"Rehman, MHU; Salah, K; Damiani, E; Svetinovic, D","Rehman, Muhammad Habib Ur; Salah, Khaled; Damiani, Ernesto; Svetinovic, Davor",Towards Blockchain-Based Reputation-Aware Federated Learning,IEEE INFOCOM 2020 - IEEE CONFERENCE ON COMPUTER COMMUNICATIONS WORKSHOPS (INFOCOM WKSHPS),Proceedings Paper,IEEE,2020,,,,,2159-4228,978-1-7281-8695-5,6,blockchain; machine learning; federated learning; mobile edge computing; reputation; trust,English,Web of Science,"Federated learning (FL) is the collaborative machine learning (ML) technique whereby the devices collectively train and update a shared ML model while preserving their personal datasets. FL systems solve the problems of communication efficiency, bandwidth-optimization, and privacy-preservation. Despite the potential benefits of FL, one centralized shared ML model across all the devices produce coarse-grained predictions which, in essence, are not required in many application areas involving personalized prediction services. In this paper, we present a novel concept of fine-grained FL to decentralize the shared ML models on the edge servers. We then present a formal extended definition of fine-grained FL process in mobile edge computing systems. In addition, we define the core requirements of fine-grained FL systems including personalization, decentralization, fine-grained FL, incentive mechanisms, trust, activity monitoring, heterogeneity and context-awareness, model synchronization, and communication and bandwidth-efficiency. Moreover, we present the concept of blockchain-based reputation-aware fine-grained FL in order to ensure trustworthy collaborative training in mobile edge computing systems. Finally, we perform the qualitative comparison of proposed approach with state-of-the-art related work and found some promising initial results."
"Yazicioglu, Y; Speranzon, A","Yazicioglu, Yasin; Speranzon, Alberto",High Dimensional Robust Consensus Over Networks With Limited Capacity,IEEE CONTROL SYSTEMS LETTERS,Article,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2021,5,6,10.1109/LCSYS.2020.3045100,http://dx.doi.org/10.1109/LCSYS.2020.3045100,2475-1456,,6,Steady-state; Robustness; Laplace equations; Upper bound; Statistics; Sociology; Optimization; Network analysis and control; networked control systems; robust control,English,Web of Science,"We investigate robust linear consensus over networks under capacity-constrained communication. The capacity of each edge is encoded as an upper bound on the number of state variables that can be communicated instantaneously. When the edge capacities are small compared to the dimensionality of the state vectors, it is not possible to instantaneously communicate full state information over every edge. We investigate how robust consensus (small steady state variance of the states) can be achieved within a linear time-invariant setting by optimally assigning edges to state-dimensions. We show that a finite steady state variance of the states can be achieved if and only if the minimum cut capacity of the network is not smaller than the dimensionality of the state vectors. Optimal and approximate solutions are provided for some special classes of graphs. We also consider the related problem of optimally allocating additional capacity on a feasible initial solution. We show that this problem corresponds to the maximization of a submodular function subject to a matroid constraint, which can be approximated via a greedy algorithm."
"Amini, A; Azarbahram, A; Mohammadi, A; Asif, A","Amini, Amir; Azarbahram, Ali; Mohammadi, Arash; Asif, Amir",Resilient Event-triggered Average Consensus Under Denial of Service Attack and Uncertain Network,"2019 6TH INTERNATIONAL CONFERENCE ON CONTROL, DECISION AND INFORMATION TECHNOLOGIES (CODIT 2019)",Proceedings Paper,IEEE,2019,,,,,2576-3555,978-1-7281-0521-5,6,Cyber-physical systems; Event-triggered consensus; Resilient control; Denial of service attack,English,Web of Science,"The paper investigates resilient conditions for the event-triggered average consensus problem under denial of service (DoS) attack and uncertainty in the network. To reach average consensus in the multi-agent system, each node communicates with its neighbouring nodes only if an event-triggering condition is satisfied. In the presence of the DoS attack, no information can be communicated within the network. In addition to DoS, the information being transmitted through the communication channels is perturbed due to uncertainty in the nominally designed edge weights of the network. Using the Lyapunov theorem, we analytically determine the maximum allowable duration and frequency for the DoS attack and maximum network uncertainty for which the exponential event-triggered consensus convergence stays preserved. The practicability of the proposed event-triggering scheme is studied by proving the Zeno-behaviour exclusion. The performance of the implementation is quantified through simulations in different scenarios."
"Pustisek, M; Umek, A; Kos, A","Pustisek, Matevz; Umek, Anton; Kos, Andrej",Approaching the Communication Constraints of Ethereum-Based Decentralized Applications,SENSORS,Article,MDPI,2019,19,11,10.3390/s19112647,http://dx.doi.org/10.3390/s19112647,1424-8220,,,architecture; blockchain; communication constraints; decentralized application; Ethereum; Internet of things,English,Web of Science,"Those working on Blockchain technologies have described several new innovative directions and novel services in the Internet of things (IoT), including decentralized trust, trusted and verifiable execution of smart contracts, and machine-to-machine communications and automation that reach beyond the mere exchange of data. However, applying blockchain principles in the IoT is a challenge due to the constraints of the end devices. Because of fierce cost pressure, the hardware resources in these devices are usually reduced to the minimum necessary for operation. To achieve the high coverage needed, low bitrate mobile or wireless technologies are frequently applied, so the communication is often constrained, too. These constraints make the implementation of blockchain nodes for IoT as standalone end-devices impractical or even impossible. We therefore investigated possible design approaches to decentralized applications based on the Ethereum blockchain for the IoT. We proposed and evaluated three application architectures differing in communication, computation, storage, and security requirements. In a pilot setup we measured and analyzed the data traffic needed to run the blockchain clients and their applications. We found out that with the appropriate designs and the remote server architecture we can strongly reduce the storage and communication requirements imposed on devices, with predictable security implications. Periodic device traffic is reduced to 2400 B/s (HTTP) and 170 B/s (Websocket) from about 18 kB/s in the standalone-device full client architecture. A notification about a captured blockchain event and the corresponding verification resulted in about 2000 B of data. A transaction sent from the application to the client resulted in an about 500 B (HTTP) and 300 B message (Websocket). The key store location, which affects the serialization of a transaction, only had a small influence on the transaction-related data. Raw transaction messages were 45 B larger than when passing the JSON transaction objects. These findings provide directions for fog/cloud IoT application designers to avoid unrealistic expectations imposed upon their IoT devices and blockchain technologies, and enable them to select the appropriate system design according to the intended use case and system constraints. However, for very low bit-rate communication networks, new communication protocols for device to blockchain-client need to be considered."
"Li, FY; Wang, DF; Wang, YL; Yu, XM; Wu, N; Yu, JG; Zhou, HY","Li, Fengyin; Wang, Dongfeng; Wang, Yilei; Yu, Xiaomei; Wu, Nan; Yu, Jiguo; Zhou, Huiyu",Wireless Communications and Mobile Computing Blockchain-Based Trust Management in Distributed Internet of Things,WIRELESS COMMUNICATIONS & MOBILE COMPUTING,Article,WILEY-HINDAWI,2020,2020,,10.1155/2020/8864533,http://dx.doi.org/10.1155/2020/8864533,1530-8669,,,,English,Web of Science,"The development of Internet of Things (IoT) and Mobile Edge Computing (MEC) has led to close cooperation between electronic devices. It requires strong reliability and trustworthiness of the devices involved in the communication. However, current trust mechanisms have the following issues: (1) heavily relying on a trusted third party, which may incur severe security issues if it is corrupted, and (2) malicious evaluations on the involved devices which may bias the trustrank of the devices. By introducing the concepts of risk management and blockchain into the trust mechanism, we here propose a blockchain-based trust mechanism for distributed IoT devices in this paper. In the proposed trust mechanism, trustrank is quantified by normative trust and risk measures, and a new storage structure is designed for the domain administration manager to identify and delete the malicious evaluations of the devices. Evidence shows that the proposed trust mechanism can ensure data sharing and integrity, in addition to its resistance against malicious attacks to the IoT devices."
"Badruddoja, S; Dantu, R; Widick, L; Zaccagni, Z; Upadhyay, K","Badruddoja, Syed; Dantu, Ram; Widick, Logan; Zaccagni, Zachary; Upadhyay, Kritagya",Integrating DOTS With Blockchain Can Secure Massive IoT Sensors,2020 IEEE 34TH INTERNATIONAL PARALLEL AND DISTRIBUTED PROCESSING SYMPOSIUM WORKSHOPS (IPDPSW 2020),Proceedings Paper,IEEE COMPUTER SOC,2020,,,10.1109/IPDPSW50202.2020.00156,http://dx.doi.org/10.1109/IPDPSW50202.2020.00156,2164-7062,978-1-7281-7445-7,10,Cybersecurity; Blockchain; IoT; Edge Computing; Distributed Ledger; DDOS Protection; Smart Contracts,English,Web of Science,"This paper presents a novel approach to securing IoT devices by leveraging DDoS Open Threat Signaling (DOTS) architecture on a Blockchain framework. Like many areas of the information technology domain, IoT sensors are also prone to attacks but on a larger scale. There are millions of devices being connected to a central domain to provide different types of services. Since these low-powered IoT devices have constrained technical requirements with less computational capabilities, they lack the capacity to judge their behavior as benign or malignant. IoT relies heavily on the higher level of intelligent nodes to decide on their status. An IoT Controller/Edge server handles the registration and the limited management of devices. Since traditional security is unable to protect the IoT environment sufficiently, we present a Blockchain-based DDoS detection approach to secure and mitigate such attacks in the IoT environment. Our test setup includes dataset from four sensors over two months. These values were tested using a threshold calculation against the variation of temperature, humidity, pressure, and wind direction on that day to find out whether an IoT sensor is under a DDoS attack. Our results show how DOTS can help in detection of attack when mapped on IoT edge computing."
"Zarca, AM; Garcia-Carrillo, D; Bernabe, JB; Ortiz, J; Marin-Perez, R; Skarmeta, A","Molina Zarca, Alejandro; Garcia-Carrillo, Dan; Bernal Bernabe, Jorge; Ortiz, Jordi; Marin-Perez, Rafael; Skarmeta, Antonio",Enabling Virtual AAA Management in SDN-Based IoT Networks,SENSORS,Article,MDPI,2019,19,2,10.3390/s19020295,http://dx.doi.org/10.3390/s19020295,,,,IoT; SDN; NFV; channel protection; bootstrapping; AAA; security policies,English,Web of Science,"The increase of Software Defined Networks (SDN) and Network Function Virtualization (NFV) technologies is bringing many security management benefits that can be exploited at the edge of Internet of Things (IoT) networks to deal with cyber-threats. In this sense, this paper presents and evaluates a novel policy-based and cyber-situational awareness security framework for continuous and dynamic management of Authentication, Authorization, Accounting (AAA) as well as Channel Protection virtual security functions in IoT networks enabled with SDN/NFV. The virtual AAA, including network authenticators, are deployed as VNF (Virtual Network Function) dynamically at the edge, in order to enable scalable device's bootstrapping and managing the access control of IoT devices to the network. In addition, our solution allows distributing dynamically the necessary crypto-keys for IoT Machine to Machine (M2M) communications and deploy virtual Channel-protection proxys as VNFs, with the aim of establishing secure tunnels among IoT devices and services, according to the contextual decisions inferred by the cognitive framework. The solution has been implemented and evaluated, demonstrating its feasibility to manage dynamically AAA and channel protection in SDN/NFV-enabled IoT scenarios."
"Lim, YH; Ahn, HS","Lim, Young-Hun; Ahn, Hyo-Sung",Consensus Under Saturation Constraints in Interconnection States,IEEE TRANSACTIONS ON AUTOMATIC CONTROL,Article,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2015,60,11,10.1109/TAC.2015.2408575,http://dx.doi.org/10.1109/TAC.2015.2408575,0018-9286,,6,Consensus algorithm; interconnection constraints; rendezvous; saturation,English,Web of Science,"This technical note studies the consensus problems under saturation constraints in interconnection states, both the componentwise and the norm bounded constraints. By utilizing the edge Laplacian and the state saturation, the networked linear systems under interconnection constraints are described by the node and constrained edge dynamics. Sufficient conditions are identified under which the given constrained systems achieve the average consensus. Then, as an example of applications, we extend the analytical result to the synthesis problem with limited communication ranges. By utilizing the state saturation, we propose a nonlinear consensus algorithm that solves the consensus problem while preserving the connectedness and the input constraints."
"Tang, B; Kang, HJ; Fan, JW; Li, Q; Sandhu, R","Tang, Bo; Kang, Hongjuan; Fan, Jingwen; Li, Qi; Sandhu, Ravi",IoT Passport: A Blockchain-Based Trust Framework for Collaborative Internet-of-Things,PROCEEDINGS OF THE 24TH ACM SYMPOSIUM ON ACCESS CONTROL MODELS AND TECHNOLOGIES (SACMAT '19),Proceedings Paper,ASSOC COMPUTING MACHINERY,2019,,,10.1145/3322431.3326327,http://dx.doi.org/10.1145/3322431.3326327,,978-1-4503-6753-0,10,Internet of Things; Blockchain; Trust Framework; Access Control,English,Web of Science,"Internet-of-Things (IoT) is a rapidly-growing transformative expansion of the Internet with increasing influence on our daily life. Since the number of things is expected to soon surpass human population, control and automation of IoT devices has received considerable attention from academia and industry. Cross-platform collaboration is highly desirable for better user experience due to fragmentation of user needs and vendor products with time. Centralized approaches have been used to build federated trust among platforms and devices, but limit diversity and scalability. We propose a decentralized trust framework, called IoT Passport, for cross-platform collaborations using blockchain technology. IoT Passport is motivated by the familiar use of passports for international travel but with greater dynamism. It enables platforms to establish arbitrary trust relations with each other containing specific rules for intended collaborations, enforced by a combination of smart contracts. Each interaction among devices is signed by the participants and recorded on the blockchain. The records are utilized as attributes for authorization and as proofs of incentive plans. This approach incorporates the preferences of participating platforms and end users, and opens new avenues for collaborative edge computing as well as research on blockchain-based access control mechanism for IoT environments."
"Erdin, E; Cebe, M; Akkaya, K; Bulutt, E; Uluagac, S","Erdin, Enes; Cebe, Mumin; Akkaya, Kemal; Bulutt, Eyuphan; Uluagac, Selcuk",A Heuristic-based Private Bitcoin Payment Network Formation Using Off-Chain Links,2019 IEEE INTERNATIONAL CONFERENCE ON BLOCKCHAIN (BLOCKCHAIN 2019),Proceedings Paper,IEEE COMPUTER SOC,2019,,,10.1109/Blockchain.2019.00046,http://dx.doi.org/10.1109/Blockchain.2019.00046,,978-1-7281-4693-5,8,,English,Web of Science,"While Bitcoin dominates the market for cryptocurrencies, its use in micropayments is still a challenge due to its long transaction validation times and high fees. Recently, the concept of off-chain payments is introduced that led to the idea of establishing a payment network called Lightning Network (LN). Off-chain links provide the ability to do transactions without writing to Blockchain. However, LN's design still favors fees and is creating hub nodes that defeat the purpose of Blockchain. In addition, it is still not reliable as not all the transactions are guaranteed to be transmitted to their destinations. If current retailers would like to use it, these problems might hinder its adoption. To address this issue, in this paper, we advocate creating a private payment network among a given set of retailers that will serve their business needs, just like the idea of private Blockchains. The goal is to build a pure peer-to-peer topology that will eliminate the need for relays and increase the robustness of payments. Using off-chain links as edges and retailers as nodes, the problem is formulated as a multi-flow commodity problem where transactions represent the commodities from various sources to destinations. As the multi-flow commodity problem is NY-Complete, we propose a heuristic approach that utilizes Dijkstra's shortest path algorithm in a dynamic way by updating the edge weights when new payment paths are to be found. The order of transactions is randomized to provide fairness among the retailers. The evaluations indicate that the proposed heuristic comes close to an optimal solution while providing scalability and user privacy."
"Zhao, YF; Xie, RQ; Xin, GZ; Han, J","Zhao, Yifan; Xie, Ruiqi; Xin, Guozhu; Han, Jun",A High-Performance Domain-Specific Processor With Matrix Extension of RISC-V for Module-LWE Applications,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS I-REGULAR PAPERS,Article,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2022,69,7,10.1109/TCSI.2022.3162593,http://dx.doi.org/10.1109/TCSI.2022.3162593,1549-8328,,14,Security; Cryptography; Structural rings; Computer architecture; Protocols; Parallel processing; Hardware; Post-quantum cryptography; Module-LWE; lattice-based cryptography; RISC-V,English,Web of Science,"The 5G edge computing infrastructure should be empowered with quantum attack resistance by implementing post-quantum cryptography (PQC). Among various PQC schemes, lattice-based cryptography (LBC) based on learning with error (LWE) has attracted much attention because of its performance efficiency and security guarantee. In LWE-based LBCs, the Module-LWE-based schemes gain advantage over the others benefiting from the unique polynomial matrix and vector structure. To provide a high-performance implementation of Module-LWE applications for the edge computing paradigm, we propose a domain-specific processor based on a matrix extension of RISC-V architecture. This custom extension encapsulates the matrix-based ring operations with a high-level functional abstraction. A 2-D systolic array with configurable functionality is proposed to perform matrix-based number theoretic transform (NTT) and other arithmetic operations, achieving high data-level parallelism with support for the variable-sized polynomial matrix and vector structure. As this structure of Module-LWE involves no data dependency between different inner elements, an out-of-order mechanism is further developed to exploit the instruction-level parallelism. We implement the proposed architecture under TSMC 28nm technology. The evaluation results show that our implementation can achieve up to 3.5x and 3.3x improvement in cycle count respectively in Kyber and Dilithium, compared to the state-of-the-art crypto-processor counterparts."
"Xu, ZS; Li, F; Deng, H; Tan, MF; Zhang, JX; Xu, JB","Xu, Zisang; Li, Feng; Deng, Han; Tan, Minfu; Zhang, Jixin; Xu, Jianbo",A Blockchain-Based Authentication and Dynamic Group Key Agreement Protocol,SENSORS,Article,MDPI,2020,20,17,10.3390/s20174835,http://dx.doi.org/10.3390/s20174835,,,,authentication; blockchain; cryptography; group key agreement,English,Web of Science,"With the rapid development of mobile networks, there are more and more application scenarios that require group communication. For example, in mobile edge computing, group communication can be used to transmit messages to all group members with minimal resources. The group key directly affects the security of the group communication. Most existing group key agreement protocols are often flawed in performance, scalability, forward or backward secrecy, or single node failure. Therefore, this paper proposes a blockchain-based authentication and dynamic group key agreement protocol. With our protocol, each group member only needs to authenticate its left neighbor once to complete the authentication, which improved authentication efficiency. In addition, our protocol guarantees the forward secrecy of group members after joining the group and the backward secrecy of group members after leaving the group. Based on blockchain technology, we solve the problem of single node failure. Furthermore, we use mathematics to prove the correctness and security of our protocol, and the comparison to related protocols shows that our protocol reduces computation and communication costs."
"Victor, F; Akcora, CG; Gel, YR; Kantarcioglu, M","Victor, Friedhelm; Akcora, Cuneyt G.; Gel, Yulia R.; Kantarcioglu, Murat",AlphaCore: Data Depth based Core Decomposition,KDD '21: PROCEEDINGS OF THE 27TH ACM SIGKDD CONFERENCE ON KNOWLEDGE DISCOVERY & DATA MINING,Proceedings Paper,ASSOC COMPUTING MACHINERY,2021,,,10.1145/3447548.3467322,http://dx.doi.org/10.1145/3447548.3467322,,978-1-4503-8332-5,9,Core decomposition; networks; data depth,English,Web of Science,"Core decomposition in networks has proven useful for evaluating the importance of nodes and communities in a variety of application domains, ranging from biology to social networks and finance. However, existing core decomposition algorithms have limitations in simultaneously handling multiple node and edge attributes. We propose a novel unsupervised core decomposition method that can be easily applied to directed and weighted networks. Our algorithm, AlphaCore, allows us to systematically and mathematically rigorously combine multiple node properties by using the notion of data depth. In addition, it can be used as a mixture of centrality measure and core decomposition. Compared to existing approaches, AlphaCore avoids the need to specify numerous thresholds or coefficients and yields meaningful quantitative and qualitative insights into the network structural organization. We evaluate AlphaCore's performance with a focus on financial, blockchain-based token networks, the social network Reddit and a transportation network of international flight routes. We compare our results with existing core decomposition and centrality algorithms. Using ground truth about node importance, we show that AlphaCore yields the best precision and recall results among core decomposition methods using the same input features. An implementation is available at https://github.com/friedhelmvictor/alphacore."
"Sylla, T; Mendiboure, L; Chalouf, MA; Krief, F","Sylla, Tidiane; Mendiboure, Leo; Chalouf, Mohamed Aymen; Krief, Francine",Blockchain-Based Context-Aware Authorization Management as a Service in IoT,SENSORS,Article,MDPI,2021,21,22,10.3390/s21227656,http://dx.doi.org/10.3390/s21227656,,,,Internet of Things; context-aware security; authentication; access control; ACE-OAuth; blockchain; smart contracts,English,Web of Science,"Internet of Things (IoT) applications bring evolved and intelligent services that can help improve users' daily lives. These applications include home automation, health care, and smart agriculture. However, IoT development and adoption face various security and privacy challenges that need to be overcome. As a promising security paradigm, context-aware security enables one to enforce security and privacy mechanisms adaptively. Moreover, with the advancements in edge computing, context-aware security services can dynamically be placed close to a user's location and enable the support of low latency communication and mobility. Therefore, the design of an adaptive and decentralized access control mechanism becomes a necessity. In this paper, we propose a decentralized context-aware authorization management as a service based on the blockchain. The proposed architecture extends the Authentication and Authorization for Constrained Environments (ACE) framework with blockchain technology and context-awareness capabilities. Instead of a classic Open Authorization 2.0 (OAuth) access token, it uses a new contextual access token. The evaluation results show our proposition's effectiveness and advantages in terms of usability, security, low latency, and energy consumption."
"Nadeem, S; Rizwan, M; Ahmad, F; Manzoor, J","Nadeem, Sara; Rizwan, Muhammad; Ahmad, Fahad; Manzoor, Jaweria",Securing Cognitive Radio Vehicular Ad Hoc Network with Fog Node based Distributed Blockchain Cloud Architecture,INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS,Article,SCIENCE & INFORMATION SAI ORGANIZATION LTD,2019,10,1,,,2158-107X,,8,Cognitive Radio Vehicular Ad-hoc Network (CRVANET); cloud computing; blockchain; security; Software Defined Networking (SDN); edge computing,English,Web of Science,"Cognitive radio, ad hoc networks' applications are continuously increasing in wireless communication globally. In vehicles' environment, cognitive radio technology with mobile ad hoc networks (MANETs) enables vehicles to monitor the available channels and to effectively function in these frequencies through sharing ongoing information with drivers and different frameworks to enhance traffic safety on roads. To fulfill the computational storage resources' limitations of a specific vehicle, Vehicular Cloud Computing (VCC) is used by merging VANET with cloud computing. Cloud computing requires high security and protection because authenticate users and attackers have the same rights in VCC. The security is enhanced in CRVANETs, but the distributed nature of cloud unlocks a door for dissimilar attacks, such as trust modal, data security, connection fault and query tracking attacks. This paper proposes an effective and secured blockchain scheme-based distributed cloud architecture in place of conventional cloud architecture to secure the drivers' privacy with low cost and on-demand sensing procedure in CRVANETs ecosystem."
"Pyoung, CK; Baek, SJ","Pyoung, Chan Kyu; Baek, Seung Jun",Blockchain of Finite-Lifetime Blocks With Applications to Edge-Based IoT,IEEE INTERNET OF THINGS JOURNAL,Article,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2020,7,3,10.1109/JIOT.2019.2959599,http://dx.doi.org/10.1109/JIOT.2019.2959599,2327-4662,,15,Blockchain; edge computing; Internet of Things (IoT); security; storage costs,English,Web of Science,"Edge computing is a promising approach for provisioning distributed cloud services to Internet of Things (IoT) systems. Many recent studies propose that edge nodes use blockchain for the decentralized management and access control of IoT data. However, due to the massive volume of data and related transactions, edge servers will eventually run out of space to store the full chain. We introduce scalable and lightweight architecture called LiTiChain, a blockchain of blocks with finite lifetime. In LiTiChain, outdated transactions and blocks, that is, the blocks whose lifetimes are expired, can be safely removed from the chain. Two graphs are merged into the structure of LiTiChain: 1) a tree representing the order of expiry of lifetimes and 2) a linear graph representing the order of block creation. We show that this construction not only ensures the connectivity of the chain after block deletions but also helps to maintain the block height of shortened chain. LiTiChain also supports transactions whose lifetime is unknown at the time of creation. It is possible that some expired blocks need to be retained in the chain, in case they are needed to validate remaining blocks, which incurs additional storage costs. A detailed analysis of such overhead in storage costs is presented for stochastic and worst case scenarios. Extensive simulation is performed on actual and synthetic IoT data so as to gain insights on the storage costs under various lifetime distributions. It is demonstrated that LiTiChain provides a simple yet effective solution to scalability problems in storing blockchains for the IoT ecosystems."
"Kim, S","Kim, Sungwook",A New Two-Stage Bargaining Game Approach for Intra- and Inter-WBAN Management,MOBILE INFORMATION SYSTEMS,Article,HINDAWI LTD,2021,2021,,10.1155/2021/5798741,http://dx.doi.org/10.1155/2021/5798741,1574-017X,,,,English,Web of Science,"The Internet of Medical Things (IoMT) is an amalgamation of smart devices to operate the wireless body area network (WBAN) by using networking technologies. To reduce the burden on WBANs, they link to the mobile edge computing (MEC), on which captured medical data can be stored and analyzed. In this paper, we design a new control scheme to effectively share the limited computation and communication resources in the MEC-assisted WBAN (M-W) platform. Based on the bargaining game theory, our proposed scheme explores the mutual benefits of intra- and inter-WBAN interactions. To dynamically adapt the current system conditions, we shape each WBAN's aspirations to reach a reciprocal consensus for different application services. Utilizing two control factors, we provide a unifying framework for the study of intra- and inter-WBAN bargaining problems to share the limited system resource. Based on the feasibility and real-time effectiveness, the main novelty of the proposed scheme is the ability to achieve a relevant tradeoff between efficiency and fairness through the interactive bargaining process. At last, the experimental results show that the proposed scheme achieves substantial performance improvements to the comparison schemes."
