Authors,Author Full Names,Title,Source Title,Document Type,Publisher,Publication Year,Volume,Issue,DOI,Link,ISSN,ISBN,Number of Pages,Author Keywords,Language,Source,Abstract
"Gong B,Cui C,Hu M,Guo C,Li X,Ren Y","Gong B,Cui C,Hu M,Guo C,Li X,Ren Y",Anonymous Traceability protocol based on Group Signature for Blockchain,Future Generation Computer Systems,Journal Article,Future Generation Computer Systems,2022,127.0,,10.1016/j.future.2021.09.020,https://www.sciencedirect.com/science/article/pii/S0167739X21003666;http://dx.doi.org/10.1016/j.future.2021.09.020,0167-739X,,160-167,"Blockchain, Traceability, Signature",English,ScienceDirect,"In blockchain technology, data are stored on decentralized nodes and public to each node in the blockchain network. Hence, the focus of privacy protection in the blockchain guarantees the anonymity of transactions such that attackers cannot attain the users' personal information through data analysis. Among the existing privacy protection technologies, the scheme based on group signature has good anonymity, but the existing scheme exists a large number of operations that are difficult to apply to wireless terminals. In this paper, using the powerful offloading capability of edge computing, we propose a blockchain node traceable identity privacy technology scheme based on threshold group signature, and the scheme greatly reduces the computing burden of nodes while achieving node privacy protection."
"Wang G,Li C,Huang Y,Wang X,Luo Y","Wang G,Li C,Huang Y,Wang X,Luo Y",Smart contract-based caching and data transaction optimization in mobile edge computing,Knowledge-Based Systems,Journal Article,Knowledge-Based Systems,2022,252.0,,10.1016/j.knosys.2022.109344,https://www.sciencedirect.com/science/article/pii/S0950705122006748;http://dx.doi.org/10.1016/j.knosys.2022.109344,0950-7051,,109344,"Mobile edge computing, Blockchain, Smart contract, Data caching, Data transaction",English,ScienceDirect,"The emergence of mobile edge computing can provide technical support for the development of Internet services and for coping with massive data traffic, thereby reducing network latency and ensuring efficient network operations and service delivery. However, the mobile edge computing environment is prone to data loss and privacy leakage, and data security and reliability cannot be guaranteed. The application of blockchain technology ensures the stability and dependability of data caching and transactions. In order to guarantee the security of data caching in the mobile edge computing environment and minimize the response time of caching servers, this paper proposes a decentralized data caching strategy in the mobile edge computing environment. The strategy uses a greedy algorithm to make the transmission delay of the requested content as small as possible under the multiple constraints of the storage space of each server and whether the content is cached on the server. To address the problem that data trading platforms are unable to afford the computation and storage of massive amounts of data and cannot guarantee that the data will not be leaked, this paper proposes a secure decentralized data transaction program. The scheme promotes the increase of transaction turnover rate and improves the revenue of both participating parties by establishing a buyer--seller matching algorithm. According to the experimental results, the proposed data caching strategy can improve the cache hit rate and reduce the transmission delay; the proposed data transaction solution can increase the revenue of both the data holder and the data buyer."
"Yin L,Li P,Luo J","Yin L,Li P,Luo J",Smart contract service migration mechanism based on container in edge computing,Journal of Parallel and Distributed Computing,Journal Article,Journal of Parallel and Distributed Computing,2021,152.0,,10.1016/j.jpdc.2021.02.023,https://www.sciencedirect.com/science/article/pii/S0743731521000447;http://dx.doi.org/10.1016/j.jpdc.2021.02.023,0743-7315,,157-166,"Blockchain, Container, Docker, Edge computing, Smart contract",English,ScienceDirect,"In edge computing, smart contracts usually run in the form of containers on edge nodes. However, the container has process nesting and strong association with image files, which leads to insufficient real-time migration. This article studies the container-based service migration problem in edge computing. In order to reduce the service delay of nodes, we propose a service migration mechanism based on mobility awareness. The service migration mechanism based on mobility awareness triggers service migration according to the service density of the current node, and selects the most suitable service set for migration in the current node with the optimization goal of minimizing service delay, and finally the corresponding destination node is selected for migration according to the migration cost and the moving direction of the device to which the service belongs. Experimental results show that our proposed service migration mechanism based on container can effectively reduce the waiting delay and migration delay in the service process, and optimize the service quality of edge nodes."
"Yue D,Li R,Zhang Y,Tian W,Huang Y","Yue D,Li R,Zhang Y,Tian W,Huang Y",Blockchain-based verification framework for data integrity in edge-cloud storage,Journal of Parallel and Distributed Computing,Journal Article,Journal of Parallel and Distributed Computing,2020,146.0,,10.1016/j.jpdc.2020.06.007,https://www.sciencedirect.com/science/article/pii/S0743731520303142;http://dx.doi.org/10.1016/j.jpdc.2020.06.007,0743-7315,,1-14,"Blockchain, Edge-cloud storage, Data integrity verification, Merkle trees, Sampling",English,ScienceDirect,"With the popularity of the Internet of Things (IoT), data integrity verification in the edge cloud storage attracts attentions from many researchers. Due to the over dependence of the Third Party Auditor (TPA) and the dynamical nature of the IoT data, the traditional data integrity verification framework for cloud storage can hardly work. To satisfy the characteristics of the IoT and avoid the over dependence of the TPA, we propose a blockchain-based framework without TPA for data integrity verification in a decentralized edge-cloud storage (ECS) scenario in this paper. In our framework, we employ the Merkle tree with random challenging numbers for data integrity verification and analyze different Merkle tree structures to optimize the system performance. To solve the problem of limited resources and high real-time requirements, we further propose sampling verification and develop rational sampling strategies to make sampling verification more effective. The overhead and precision of the verification in ECS are studied by an optimal sample size strategy. Finally, a prototype system is implemented based on our framework. We conduct a series of experiments to evaluate the effectiveness of the proposed schemes. The experimental results show that our schemes can effectively improve the performance of data integrity verification."
"Fiorentino S,Bartolucci S","Fiorentino S,Bartolucci S",Blockchain-based smart contracts as new governance tools for the sharing economy,Cities,Journal Article,Cities,2021,117.0,,10.1016/j.cities.2021.103325,https://www.sciencedirect.com/science/article/pii/S0264275121002250;http://dx.doi.org/10.1016/j.cities.2021.103325,0264-2751,,103325,"Co-working spaces, Urban governance, Blockchain, Smart cities, Sharing economy",English,ScienceDirect,"Examples of sharing economy platforms are proliferating, generating new concerns on the exploitation of local resources, ethical and intellectual properties. Necessary changes are required to the regulatory frameworks of our cities. This paper proposes an application of blockchain technology for planning governance purposes. This new cutting-edge technology, currently under-exploited in applications for smart cities planning, may represent a fundamental building block for the digitalization of the sector. We propose blockchain-based management systems (BMSs) as new governance tools to improve traceability, transparency, and decentralization of transactions in the sharing economy. We build a BMS prototype for the management of co-working spaces (CWSs). In particular, we show how a blockchain can be used to track transactions between users (e.g., rent payments), and to advertise or store information about a given space (e.g., building specifications, IP conceived within the space). A large amount of data will be permanently and securely stored on ledger and made available to both institutions and corporations, providing a wide range of new governance tools and services to local authorities of the future. Similar BMSs can be developed for different types of buildings or public services purposes."
"Baranwal G,Kumar D,Vidyarthi DP","Baranwal G,Kumar D,Vidyarthi DP",BARA: A blockchain-aided auction-based resource allocation in edge computing enabled industrial internet of things,Future Generation Computer Systems,Journal Article,Future Generation Computer Systems,2022,135.0,,10.1016/j.future.2022.05.007,https://www.sciencedirect.com/science/article/pii/S0167739X22001728;http://dx.doi.org/10.1016/j.future.2022.05.007,0167-739X,,333-347,"Blockchain, Auction, Edge computing, Industrial internet of things (IIoT), Utility, Resource allocation",English,ScienceDirect,"The recent emergence of Industrial Internet of Things (IIoT), a novel subset of Internet of Things (IoT), integrates sensors and intelligent devices with industry applications to develop a self-organizing system for creating enhanced and adaptive industrial environments. IIoT devices usually have limited computational power, while IIoT applications are mostly mission-critical and/or safety-critical. Therefore, these applications need computing resources that are closer to the devices. This work proposes a decentralized auction-based resource allocation mechanism in edge computing enabled IIoT using consortium blockchain and smart contract that shelves the involvement of a trusted third party, i.e. auctioneer. Various quality parameters are considered during resource allocation to address the mobility of both IIoT devices and edge resources, heterogeneity of edge servers, false assurance of edge servers, reliability, delay in results, and responsiveness of edge servers. Utility functions for IIoT devices are designed to calculate their degree of satisfaction depending on various quality parameters. The proposed blockchain-aided auction based mechanism fulfills various auction-based resource allocation requirements such as seal bidding, no impersonation of the bidder, no modification in any bid or result of allocation by the auctioneer, and proof for winners. The proposed work encourages edge servers for truthful bidding and furnishes the allocation results in polynomial time. Performance evaluation of the proposed model exhibits encouraging results."
"Li D,Chen R,Liu D,Song Y,Ren Y,Guan Z,Sun Y,Liu J","Li D,Chen R,Liu D,Song Y,Ren Y,Guan Z,Sun Y,Liu J",Blockchain-based authentication for IIoT devices with PUF,Journal of Systems Architecture,Journal Article,Journal of Systems Architecture,2022,130.0,,10.1016/j.sysarc.2022.102638,https://www.sciencedirect.com/science/article/pii/S1383762122001618;http://dx.doi.org/10.1016/j.sysarc.2022.102638,1383-7621,,102638,"IIoT, Blockchain, PUF, Device authentication, Data security",English,ScienceDirect,"With the continuous development of edge computing and IIoT technology, there are growing types of IIoT devices, and the number of such devices is continuously climbing. It is indispensable to authenticate devices in the IIoT environment. In this paper, we propose two blockchain-based authentication for IIoT devices with PUF. The first one relies on SRAM PUF, which is highly compatible with physical devices and has low cost. For the second one, we utilize the property of Arbiter PUF that it is difficult to physically clone but easy to be cloned mathematically to build the PUF models for authentication. We protect CRPs used for model training from leakage, and prevent PUF from being modeled twice. We formalize the security properties, and we prove that our proposal is secure. Besides, our proposal achieves scalability, which means that the entities involved in the scheme authenticate the devices instead of storing amounts of CRPs. Finally, we take SVM as an example to model PUF, and the implementation results demonstrate that the PUF model could achieve the accuracy of 99.9%. In addition, we implement smart contracts, and the implementation results confirm the availability of the protocol in the IIoT environment."
"Kochovski P,Gec S,Stankovski V,Bajec M,Drobintsev PD","Kochovski P,Gec S,Stankovski V,Bajec M,Drobintsev PD",Trust management in a blockchain based fog computing platform with trustless smart oracles,Future Generation Computer Systems,Journal Article,Future Generation Computer Systems,2019,101.0,,10.1016/j.future.2019.07.030,https://www.sciencedirect.com/science/article/pii/S0167739X19301281;http://dx.doi.org/10.1016/j.future.2019.07.030,0167-739X,,747-759,"Trust, Fog, Blockchain, Smart contract, Smart oracle",English,ScienceDirect,"Trust is a crucial aspect when cyber-physical systems have to rely on resources and services under ownership of various entities, such as in the case of Edge, Fog and Cloud computing. The DECENTER's Fog Computing Platform is developed to support Big Data pipelines, which start from the Internet of Things (IoT), such as cameras that provide video-streams for subsequent analysis. It is used to implement Artificial Intelligence (AI) algorithms across the Edge-Fog-Cloud computing continuum which provide benefits to applications, including high Quality of Service (QoS), improved privacy and security, lower operational costs and similar. In this article, we present a trust management architecture for DECENTER that relies on the use of blockchain-based Smart Contracts (SCs) and specifically designed trustless Smart Oracles. The architecture is implemented on Ethereum ledger (testnet) and three trust management scenarios are used for illustration. The scenarios (trust management for cameras, trusted data flow and QoS based computing node selection) are used to present the benefits of establishing trust relationships among entities, services and stakeholders of the platform."
"Qiao L,Dang S,Shihada B,Alouini MS,Nowak R,Lv Z","Qiao L,Dang S,Shihada B,Alouini MS,Nowak R,Lv Z",Can blockchain link the future?,Digital Communications and Networks,Journal Article,Digital Communications and Networks,2021,,,10.1016/j.dcan.2021.07.004,https://www.sciencedirect.com/science/article/pii/S2352864821000456;http://dx.doi.org/10.1016/j.dcan.2021.07.004,2352-8648,,,"Blockchain, Consensus algorithm, Scalability, Smart contract, Internet of things, Digital twins",English,ScienceDirect,"Recently, decentralization has been extensively explored by researchers. Blockchain, as a representation of decentralized technology, has attracted attention with its unique characteristics, such as irrevocability and security. Consequently, herein, we introduce cutting-edge blockchain technologies from four directions: blockchain system, consensus algorithms, smart contract, and scalability. Subsequently, we analyze the current lack of consensus mechanism, fault tolerance, and block capacity of the blockchain, and the integration of blockchain into 5G/6G mobile communication. Furthermore, we discuss the possible applications of blockchain in intellectual property protection, the Internet of Things, digital twins, standardization, and epidemic prevention and control. Finally, explore the impacts and solutions of blockchain on human society beyond technology."
"Guo J,Ding X,Wang T,Jia W","Guo J,Ding X,Wang T,Jia W",Combinatorial resources auction in decentralized edge-thing systems using blockchain and differential privacy,Information Sciences,Journal Article,Information Sciences,2022,607.0,,10.1016/j.ins.2022.05.128,https://www.sciencedirect.com/science/article/pii/S0020025522005680;http://dx.doi.org/10.1016/j.ins.2022.05.128,0020-0255,,211-229,"Internet of Things, Blockchain, Smart contract, Edge-thing system, Combinatorial auction, Truthfulness, Revenue, Differential privacy",English,ScienceDirect,"With the continuous expansion of Internet of Things (IoT) devices, edge computing mode has emerged in recent years to overcome the shortcomings of traditional cloud computing mode, such as high delay, network congestion, and large resource consumption. Thus, edge-thing systems will replace the classic cloud-thing/cloud-edge-thing systems and become mainstream gradually, where IoT devices can offload their tasks to neighboring edge nodes. A common problem is how to utilize edge computing resources. For the sake of fairness, double auction can be used in the edge-thing system to achieve an effective resource allocation and pricing mechanism. Due to the lack of third-party management agencies and mutual distrust between nodes, in our edge-thing systems, we introduce blockchains to prevent malicious nodes from tampering with transaction records and smart contracts to act as an auctioneer to realize resources auction. Since the auction results stored in this blockchain-based system are transparent, they are threatened with inference attacks. Thus in this paper, we design a differentially private combinatorial double auction mechanism by exploring the exponential mechanism such that maximizing the revenue of edge computing platform, in which each IoT device requests a resource bundle and edge nodes compete with each other to provide resources. It can not only guarantee approximate truthfulness and high revenue, but also ensure privacy security. Through necessary theoretical analysis and numerical simulations, the effectiveness of our proposed mechanisms can be validated."
"Huang B,Zhang R,Lu Z,Zhang Y,Wu J,Zhan L,Hung PC","Huang B,Zhang R,Lu Z,Zhang Y,Wu J,Zhan L,Hung PC",BPS: A reliable and efficient pub/sub communication model with blockchain-enhanced paradigm in multi-tenant edge cloud,Journal of Parallel and Distributed Computing,Journal Article,Journal of Parallel and Distributed Computing,2020,143.0,,10.1016/j.jpdc.2020.05.005,https://www.sciencedirect.com/science/article/pii/S0743731520302847;http://dx.doi.org/10.1016/j.jpdc.2020.05.005,0743-7315,,167-178,"Blockchain, Smart city, Pub/sub system, Edge cloud, Security",English,ScienceDirect,"In recent years, with the rapid development of smart city, prevalent pub/sub (publish/subscribe) streaming systems have been increasingly employed as upstream middleware layer in multi-tenant edge clouds, and feed large volume of data gathered from IoT devices of different tenants into downstream systems (e.g., data analytics and warehouse). A shared tenancy model where multiple untrusted applications or tenants utilize the same pub/sub system is generally exploited in edge cloud, which poses crucial challenges including privacy-sensitive data/metadata access threat and critical metadata modification by unauthorized tenants. A centralized monitoring node is invariably adopted in existing security strategies (such as ACL, TLS), which causes the pub/sub streaming model vulnerable to external malicious attacks and single point failure. In this paper, inspired by outstanding features of blockchain including tamper-resistance, decentralization, strong consistency, and traceability, we propose BPS, a general and decentralized Blockchain-enhanced Pub/Sub communication model for multi-tenant edge cloud, to redesign pub/sub system internal security mechanisms. Specifically, by exploiting blockchain technology, BPS can detect the illegal operations and behaviors from both malicious tenants and untrusted publishers or subscribers. BPS directly leverages Merkel Hash Tree (MHT) of blockchain to verify the integrity of critical and confidential metadata. Regarding authorization, BPS introduces smart-contract-enabled fine-grained control over partition topic-classified messages by storing access control list (ACL) into an append-only blockchain ledger. Additionally, an incentive mechanism is employed in BPS to reward honest publishers and subscribers. We implement BPS prototype based on Kafka and EoS blockchain. Our security analysis and extensive experiments demonstrate that BPS outperforms the state-of-the-art pub/sub streaming system Kafka in security with minimal performance overhead."
"Rosa-Bilbao J,Boubeta-Puig J,Rutle A","Rosa-Bilbao J,Boubeta-Puig J,Rutle A",EDALoCo: Enhancing the accessibility of blockchains through a low-code approach to the development of event-driven applications for smart contract management,Computer Standards & Interfaces,Journal Article,Computer Standards & Interfaces,2023,84.0,,10.1016/j.csi.2022.103676,https://www.sciencedirect.com/science/article/pii/S0920548922000459;http://dx.doi.org/10.1016/j.csi.2022.103676,0920-5489,,103676,"Low-code, Smart contract, Blockchain, Event-driven application",English,ScienceDirect,"Blockchain is a cutting-edge technology based on a distributed, secure and immutable ledger that facilitates the registration of transactions and the traceability of tangible and intangible assets without requiring central governance. The agreements between the nodes participating in a blockchain network are defined through smart contracts. However, the compilation, deployment, interaction and monitoring of these smart contracts is a barrier compromising the accessibility of blockchains by non-expert developers. To address this challenge, in this paper, we propose a low-code approach, called EDALoCo, that facilitates the development of event-driven applications for smart contract management. These applications make blockchain more accessible for software developers who are non-experts in this technology as these can be modeled through graphical flows, which specify the communications between data producers, data processors and data consumers. Specifically, we have enhanced the open-source Node-RED low-code platform with blockchain technology, giving support for the creation of user-friendly and lightweight event-driven applications that can compile and deploy smart contracts in a particular blockchain. Additionally, this platform extension allows users to interact with and monitor the smart contracts already deployed in a blockchain network, hiding the implementation details from non-experts in blockchain. This approach was successfully applied to a case study of COVID-19 vaccines to monitor and obtain the temperatures to which these vaccines are continuously exposed, to process them and then to store them in a blockchain network with the aim of making them immutable and traceable to any user. As a conclusion, our approach enables the integration of blockchain with the low-code paradigm, simplifying the development of lightweight event-driven applications for smart contract management. The approach comprises a novel open-source solution that makes data security, immutability and traceability more accessible to software developers who are non-blockchain experts."
"Thakur T,Mehra A,Hassija V,Chamola V,Srinivas R,Gupta KK,Singh AP","Thakur T,Mehra A,Hassija V,Chamola V,Srinivas R,Gupta KK,Singh AP",Smart water conservation through a machine learning and blockchain-enabled decentralized edge computing network,Applied Soft Computing,Journal Article,Applied Soft Computing,2021,106.0,,10.1016/j.asoc.2021.107274,https://www.sciencedirect.com/science/article/pii/S1568494621001976;http://dx.doi.org/10.1016/j.asoc.2021.107274,1568-4946,,107274,"Edge computing, Blockchain, Machine learning, Water conservation",English,ScienceDirect,"Forecasting precise water usage corresponding to various beneficial usages is important for optimal and sustainable planning and management of water resources. Due to rapid population growth, there is an urgent need for devising water saving solutions. In this paper, we propose a blockchain based incentivized edge computing framework for water saving using soft computing methodologies. The framework facilitates decision makers in creating awareness among people about water savings in a easily understandable scientific way. Our incentivized blockchain based model uses edge computing at the house nodes of the network to predict the actual usage of a particular household in the locality based on several factors such as number of people, average income of family, profession of the members and previous water demands. By using Feed Forward Networks and Mixture Density Networks, we predict the water usage in terms of input factors and historical usage respectively, thus incorporating machine computing into the framework. With the two values from these methods, a comparison is made with the actual amount of water used by the householders. This research proposes deployment of the smart contract on the blockchain network for efficient and accurate reward distribution. Incentives and rewards are given in the blockchain network to houses with lesser consumption and penalties are imposed when usage crosses predicted and historic usage. The model ensures that accurate incentives are provided to the people in order to motivate them to avoid wastage of water. Results show that the methods used in our work perform better than other relevant networks on a self-synthesized dataset. The proposed methods converge well and show higher spatio-temporal accuracy."
"Yuan S,Li J,Wu C","Yuan S,Li J,Wu C",JORA: Blockchain-based efficient joint computing offloading and resource allocation for edge video streaming systems,Journal of Systems Architecture,Journal Article,Journal of Systems Architecture,2022,133.0,,10.1016/j.sysarc.2022.102740,https://www.sciencedirect.com/science/article/pii/S1383762122002259;http://dx.doi.org/10.1016/j.sysarc.2022.102740,1383-7621,,102740,"Video streaming, Resource allocation, Computing offloading, Blockchain, Incentive mechanism",English,ScienceDirect,"Edge computing has been widely applied in video streaming systems, aiming to provide low-latency video streaming services. However, limited resources and a lack of incentivization affect the performance of edge video streaming systems. In this paper, we propose an efficient Joint computing Offloading and Resource Allocation (JORA) method for blockchain-supported edge video streaming systems (BEVS). Specifically, we develop a novel incentive mechanism based on the blockchain smart contract to enable automatic incentivization. Meanwhile, we customize a system prototype of BEVS on Amazon EC2 using Apache Storm. Preliminary experiments with the customized prototype reveal the coupling impacts of the offloading mode, the allocation scheme, and video redundancy on system performance and resource demand. Motivated by the results, we formulate joint computing offloading, resource allocation, and video adaptive compression as an optimization problem. We transform the original problem into a convex problem and a mixed-integer programming problem (MIP). We then develop an algorithm based on the generalized Benders decomposition (GBD) to solve the original problem in an iterative way. Extensive experiments demonstrate that the proposed scheme achieves full resource utilization and an effective trade-off between energy consumption and accuracy."
"Leng J,Chen Z,Sha W,Ye S,Liu Q,Chen X","Leng J,Chen Z,Sha W,Ye S,Liu Q,Chen X",Cloud-edge orchestration-based bi-level autonomous process control for mass individualization of rapid printed circuit boards prototyping services,Journal of Manufacturing Systems,Journal Article,Journal of Manufacturing Systems,2022,63.0,,10.1016/j.jmsy.2022.03.008,https://www.sciencedirect.com/science/article/pii/S0278612522000437;http://dx.doi.org/10.1016/j.jmsy.2022.03.008,0278-6125,,143-161,"Mass individualization, Blockchained multi-agent system, Cloud-edge orchestration, Autonomous process control, Blockchained smart contracts",English,ScienceDirect,"Rapid printed circuit boards (PCB) prototyping refers to the pilot production of PCB before mass production for verifying the circuit design. The rapid PCB prototyping service providers are pursuing the mass individualization paradigm. Yet, these providers suffer from low efficiency and high cost in the large-scale small-batched mixed pilot production of rapid PCB prototyping. To improve the production efficiency in mass individualization of rapid PCB prototyping, this paper proposed a cloud-edge orchestration-based bi-level autonomous process control (CEO-BAPC) framework. A blockchained smart contracts-driven multi-agent system is established at the edge to realize efficient tasks coordination under disturbances. Based on the operation events data and control decisions collected at the edge, a customized deep learning-driven prediction model is established at the cloud for supporting the rescheduling decisions. The blockchained smart contracts (e.g., Stackelberg game solution) at the edge proactively decentralize short-term fine-grained individualized task execution among manufacturing units/machines and make the results available on upper-level deep learning model at the cloud for supporting holistic rescheduling decisions. The bi-level autonomous process control architecture avoids the inconsistency between holistic control and local execution under frequent random disturbances and thereby realizes efficient manufacturing of mass individualization. Through a simulated case based on data collected from a rapid PCB prototyping service provider in China, the feasibility and efficiency of the proposed CEO-BAPC framework are verified."
"Yang Y,Shi RH,Li K,Wu Z,Wang S","Yang Y,Shi RH,Li K,Wu Z,Wang S",Multiple access control scheme for EHRs combining edge computing with smart contracts,Future Generation Computer Systems,Journal Article,Future Generation Computer Systems,2022,129.0,,10.1016/j.future.2021.11.002,https://www.sciencedirect.com/science/article/pii/S0167739X21004313;http://dx.doi.org/10.1016/j.future.2021.11.002,0167-739X,,453-463,"E-health system, Attribute-based encryption, Smart contract, Edge computing",English,ScienceDirect,"To make up the insufficient computing power of remote medical devices and solve the transmission delay problem, edge computing has been widely studied in academic community. The application of edge computing in E-health makes it more convenient for medical providers to view the patient' electronic health records (EHRs), which not only improves the work efficiency of medical providers, but also provides patients with more personalized treatments. However,there are some security problems in the E-health system, such as EHRs leakage or tampering. Therefore, attribute-based encryption (CP-ABE) is widely used in the access control of EHRS. In order to reduce the computing cost of resource-constrained devices and achieve more flexible fine-grained access control, this paper proposes an effective ABE scheme that outsources part of the computing load to the fog nodes, which safely shares data with lower overheads. It also supports users revocation and attribute revocation. In addition, we combine smart contract and blockchain to share more fine-grained EHRs. The security proof and experimental results show that our scheme has higher efficiency to protect the patients' EHRs privacy."
"Mazzei D,Baldi G,Fantoni G,Montelisciani G,Pitasi A,Ricci L,Rizzello L","Mazzei D,Baldi G,Fantoni G,Montelisciani G,Pitasi A,Ricci L,Rizzello L",A Blockchain Tokenizer for Industrial IOT trustless applications,Future Generation Computer Systems,Journal Article,Future Generation Computer Systems,2020,105.0,,10.1016/j.future.2019.12.020,https://www.sciencedirect.com/science/article/pii/S0167739X19317686;http://dx.doi.org/10.1016/j.future.2019.12.020,0167-739X,,432-445,"Industrial IOT, Blockchain, Ethereum, Smart contract, Supply chain, Industry 4.0",English,ScienceDirect,"The Blockchain is a novel technology with a wide range of potential industrial applications. Despite a vast range of tests, prototypes, and proof of concepts implemented in the last years, the industrial use of Blockchain technology is still in the early stages. Enabling the interaction of industrial Internet of Things (IOT) platforms with Blockchain might be challenging because standards are still missing in both these technologies. Moreover, integrating productive assets with distributed data exchange and storage technologies is a kind of activity that needs to take into account various aspects, in particular: interoperability, portability, scalability, and security that need to be guaranteed by design. This paper describes the implementation of a portable, platform-agnostic and secure Blockchain Tokenizer for Industrial IOT trustless applications. The Industrial Blockchain Tokenizer (IBT) is based on an industrial data acquisition unit able to gather data from both modern and legacy machines while also interfacing directly with sensors. Acquired data can be processed locally enabling an edge filtering paradigm and then sent to any Blockchain platform. The system has been designed, implemented and then tested on two supply chain scenarios. Tests demonstrated the system capability to act as a bridge between industrial assets and Blockchain platforms enabling the generation of immutable and trust-less ``digital twins'' for industrial IOT applications."
Halgamuge MN,Halgamuge MN,Estimation of the success probability of a malicious attacker on blockchain-based edge network,Computer Networks,Journal Article,Computer Networks,2022,,,10.1016/j.comnet.2022.109402,https://www.sciencedirect.com/science/article/pii/S1389128622004364;http://dx.doi.org/10.1016/j.comnet.2022.109402,1389-1286,,109402,"Internet of Things (IoT), Smart objects, Data privacy, Cyberattacks, Malicious attack, Blockchain",English,ScienceDirect,"Modeling highly accurate cyber-attacks on blockchain-based edge networks may be almost impossible in real-world circumstances due to unanticipated adversary (malicious) behavior. In this study, we propose a novel, distributed blockchain-based security architecture that today's industrial edge-enabled IoT systems may use to strengthen their defences against cyberattacks. We develop a probabilistic model to estimate the success probability of a malicious attacker on blockchain-based edge network by considering (i) hardware-level attack, (ii) network-level attack (IoT, Edge), (iii) software-level attack, wallet, smart contract, and (iv) blockchain network-level attack. We analyze the proposed attack model for sixteen different cyberattacks: False Data Injection, Sybil, DDoS, Identity Spoofing, Side-Channel, Botnet, Backdoor Trojan, Targeted Code Injection, Social Engineering, Phishing, Sinkhole, Man-in-the-middle, SQL Injection, Consensus, Eclipse, and Block Mining. Our model considers scenarios where private keys are stolen, lost, or forgotten by certain nodes. To determine the probability that a malicious attacker will be successful, we develop a simulation environment (a blockchain-based edge network with 200 total nodes, which generates 47,540 samples). We then estimate the success probability of a malicious attacker based on the blockchain resiliency (fault-tolerance) provided by the consensus algorithm, attack types, attack location, and the network size for various scenarios. Our results demonstrate that blockchain-based edge networks are more vulnerable to malicious attacks based on: (i) cyber-attack types (90.96% for Botnet and Backdoor Trojan attacks higher than for other attacks, such as DDoS, SQL Injection and Sybil); (ii) attack location (90.18% for software-level attacks higher than hardware, network, and blockchain network-level attacks); and (iii) consensus algorithm (68.85% for Byzantine fault tolerance, BFT, higher than the Proof-of-Work, PoW). The IoT network vulnerability factor, or exposure factor, of cyberattacks, depends on the strategic importance of the application to the attacker. Our results should be validated in real-world experiments with a large number of nodes."
"Zhang Y,Wei X,Cao J,Ning J,Ying Z,Zheng D","Zhang Y,Wei X,Cao J,Ning J,Ying Z,Zheng D",Blockchain-Enabled decentralized Attribute-Based access control with policy hiding for smart healthcare,Journal of King Saud University - Computer and Information Sciences,Journal Article,Journal of King Saud University - Computer and Information Sciences,2022,,,10.1016/j.jksuci.2022.08.015,https://www.sciencedirect.com/science/article/pii/S1319157822002890;http://dx.doi.org/10.1016/j.jksuci.2022.08.015,1319-1578,,,"Smart healthcare, Access control, Attribute-based encryption, Online-offline encryption, Fair payment",English,ScienceDirect,"With the rapid development of edge computing technologies, smart healthcare significantly improves people's lives by collecting and analyzing health data in real time. However, security and privacy issues impede the wide deployment of smart healthcare systems (SHS). Most of existing solutions still have drawbacks with respect to computation efficiency and users' privacy. In this paper, a blockchain-enabled attribute-based access control scheme with hidden policies is proposed for SHS. The scheme introduces multiple authorities to avoid single point failure. Especially, the mode of online-offline encryption relieves users' online computation burden by transferring computation tasks to the idle time of users, and policy hiding protects users' sensitive information. Furthermore, fair payments are realized based on blockchain and smart contracts to support the outsourcing of decryption between users and mobile edge computing servers. Finally, the proposed scheme is proven secure in the random oracle model, and experimental results show that it is computationally efficient and hence can be used in the edge computing environment."
"Yang L,Zou W,Wang J,Tang Z","Yang L,Zou W,Wang J,Tang Z",EdgeShare: A blockchain-based edge data-sharing framework for Industrial Internet of Things,Neurocomputing,Journal Article,Neurocomputing,2022,485.0,,10.1016/j.neucom.2021.01.147,https://www.sciencedirect.com/science/article/pii/S0925231221016350;http://dx.doi.org/10.1016/j.neucom.2021.01.147,0925-2312,,219-232,"Industrial Internet of Things (IIoT), Blockchain, Data sharing, Edge computing",English,ScienceDirect,"Industrial Internet of Things (IIoT) is facing significant scalability and security challenges in sharing massive device data across heterogeneous network domains. Traditional cloud-based sharing solutions for IIoT applications that are getting closer to devices are uneconomical and inefficient because of their centralized architecture. We propose a blockchain-based data-sharing framework called EdgeShare for edge data-sharing services among heterogeneous network domains by introducing a two-layer overlay network topology and an edge computing paradigm that can dramatically alleviate system pressure and reduce communication delays to improve data-sharing efficiency. Under such framework, a novel smart contract is designed to construct access control strategies with dissimilar granularities to achieve different levels of data access control in an undeniable and automated manner. All IIoT data-sharing activities are recorded in a blockchain for secured transaction logging and auditing. We implement an EdgeShare prototype and conduct extensive experiments and analyses to evaluate the feasibility of our proposals. In contrast with centralized sharing methods, results demonstrate that the proposed framework can effectively improve the reliability, efficiency, and security of massive data sharing while introducing reasonable and acceptable overheads."
