"Pan Y., Tong L., Li Y., Xiao F., Wang H.","Pan, Y., School of Automation Engineering, University of Electronic Science and Technology of China, Chengdu, 611731, China; Tong, L., School of Automation Engineering, University of Electronic Science and Technology of China, Chengdu, 611731, China; Li, Y., School of Automation Engineering, University of Electronic Science and Technology of China, Chengdu, 611731, China; Xiao, F., School of Automation Engineering, University of Electronic Science and Technology of China, Chengdu, 611731, China; Wang, H., School of Automation Engineering, University of Electronic Science and Technology of China, Chengdu, 611731, China",High-Resolution Optical and SAR Image Registration Using Local Self-Similar Descriptor Based on Edge Feature,International Geoscience and Remote Sensing Symposium (IGARSS),9.78E+12,"The Institute of Electrical and Electronics Engineers, Geoscience and Remote Sensing Society (GRSS)",2020,nan,nan,10.1109/IGARSS39084.2020.9323224,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101976885&doi=10.1109%2fIGARSS39084.2020.9323224&partnerID=40&md5=ee97a8d85845ddcb703b71b7e85ebbc9,Institute of Electrical and Electronics Engineers Inc.,"2020 IEEE International Geoscience and Remote Sensing Symposium, IGARSS 2020",4,Gaussian-Gamma-Shaped bi-Window; local self-similarity; optical image; registration; SAR image,English,Scopus,"Due to different imaging mechanisms, the registration of optical and Synthetic Aperture Radar (SAR) image is a very challenging task. Many optical and SAR registration methods have been proposed. But most of them are for low-to-medium resolution images, and less for high-resolution images. Therefore, this paper proposes a high-resolution optical and SAR image registration method using local self-similar descriptor based on edge feature. Firstly, a Gauss-Gamma bi-windows algorithm is used to extract the edge intensity maps of the images respectively. Its function is to eliminate the non-linear gray-scale difference between SAR and optical images, and also to avoid the interference of isolated speckle noise on feature point extraction. Then, local self-similar descriptor is extracted on the edge intensity map, and descriptor matching is performed using Euclidean distance. Finally, the fast sample consensus algorithm is used to eliminate mismatched point pairs. The experimental results can effectively resist speckle noise and radiation differences, and obtain pixel-level registration accuracy. © 2020 IEEE."
Bolsens I.,"Bolsens, I., Xilinx, San Jose, CA, United States",Scalable system and silicon architectures to Handle the workloads of the Post-Moore era,Proceedings of the International Symposium on Physical Design,9.78E+12,ACM Special Interest Group on Design Automation (ACM SIGDA),2020,nan,nan,10.1145/3372780.3378166,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082554119&doi=10.1145%2f3372780.3378166&partnerID=40&md5=7f679adc93e1fc4c00a3bce19676f430,Association for Computing Machinery,"23rd International Symposium on Physical Design, ISPD 2020",2,Adaptable compute acceleration platform; Artificial intelligence; Domain specific architectures; Scale-out computing,English,Scopus,"The end of Moore's law has been proclaimed on many occasions and it's probably safe to say that we are now working in the post-Moore era. But no one is ready to slow down just yet. We can view Gordon Moore's observation on transistor densification as just one aspect of a longer-term underlying technological trend - the Law of Accelerating Returns articulated by Kurzweil. Arguably, companies became somewhat complacent in the Moore era, happy to settle for the gains brought by each new process node. Although we can expect scaling to continue, albeit at a slower pace, the end of Moore's Law delivers a stronger incentive to push other trends of technology progress harder. Some exciting new technologies are now emerging such as multichip 3D integration and the introduction of new technologies such as storage-class memory and silicon photonics. Moreover, we are also entering a golden age of computer architecture innovation. One of the key drivers is the pursuit of domain-specific architectures as proclaimed by Turing award winners John Hennessy and David Patterson. A good example is the Xilinx's AI Engine, one of the important features of the Versal™ ACAP (adaptive compute acceleration platform) [1]. Today, the explosion of AI workloads is one of the most powerful drivers shifting our attention to find faster ways of moving data into, across, and out of accelerators. Features such as massive parallel processing elements, the use of domain specific accelerators, the dense interconnect between distributed on-chip memories and processing elements, are examples of the ways chip makers are looking beyond scaling to achieve next-generation performance gains. Next, the growing demands of scaling-out hyperscale datacenter applications drive much of the new architecture developments. Given a high diversification of workloads that invoke massive compute and data movement, datacenter architectures are moving away from rigid CPU-centric structures and instead prioritize adaptability and configurability to optimize resources such as memory and connectivity of accelerators assigned to individual workloads. There is no longer a single figure of merit. It's not all about Tera-OPS. Other metrics such as transfers-per-second and latency come to the fore as demands become more real-time; autonomous vehicles being an obvious and important example. Moreover, the transition to 5G will result in solutions that operate across the traditional boundaries between the cloud and edge and embedded platforms that are obviously power-conscious and cost-sensitive. Future workloads will require agile software flows that accommodate the spread of functions across edge and cloud. Another industry megatrend that will drive technology requirements especially in encryption, data storage and communication, is Blockchain. To some, it may already have a bad reputation, tarnished by association with the anarchy of cryptocurrency, but it will be more widely relevant than many of us realize. Who could have foreseen the development of today's Internet when ARPANET first appeared as a simple platform for distributed computing and sending email? Through projects such as the open-source Hyperledger, Blockchain technology could be game-changing as a platform for building trust in transactions executed over the Internet. We may soon be talking in terms of the Trusted Internet. The predictability of Moore's law may have become rather too comfortable and slow. The future requires maximizing the flexibility, agility, and efficiency of new technologies. With Moore's Law now mostly behind us, new adaptable and scalable architectures will allow us to further provide exponential return from technology in order to create a more adaptable and intelligent world. © 2020 Copyright held by the owner/author."
"Pathania P., Mithani R.D.","Pathania, P., Accenture Labs, Bangalore, India; Mithani, R.D., Accenture, Pune, India",Sustainability in Migrating Workloads to Public Clouds,"Proceedings - 2020 35th IEEE/ACM International Conference on Automated Software Engineering Workshops, ASEW 2020",9.78E+12,nan,2020,nan,nan,10.1145/3417113.3423001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100607192&doi=10.1145%2f3417113.3423001&partnerID=40&md5=5c80cf0eabe63f072149e574f4fb1abc,Institute of Electrical and Electronics Engineers Inc.,"35th IEEE/ACM International Conference on Automated Software Engineering Workshops, ASEW 2020",4,carbon footprint; cloud computing; cloud sustainability; energy efficient cloud; pre-migration cloud sustainability,English,Scopus,"In recent times, there has been a considerable increase in Cloud-Based applications and infrastructure. This has led to quicker innovations, agile businesses, availability of new services over the internet, improved collaboration, and better security. With the growth of new technologies like blockchain, quantum computing, mobility-focused applications, and edge computing, there has been an increased interest in adopting cloud services. In this paper, we highlight the different sustainability metrics and benefits while migrating workloads from the on-prem data center to the public clouds. Also, the clouds are elastic, scalable, cost-efficient, robust, and overall a better alternative to host the client applications and services. We present how the major Cloud Service Providers (CSPs) are continuously working on improving their infrastructure for a more energy efficient cloud. But with so many factors like the cost of cloud services, the location of the data center to name a few, it becomes quite a tedious task for the clients to select a cloud service provider when moving from their on-premise data center(s). Hence, we also briefly propose our solution that we are currently working on the final goal is to have a cross-platform advisory that based on a wide-range of client-based inputs and a rich repository of current energy efficient clouds and their sustainability metrics, aims to provide them a detailed recommendation about their preferred cloud service provider. In case the client does not provide any such preference, the advisory should also recommend an ideal cloud service provider for their particular workload. This suggested action will be able to fulfill the client's constraints as well as provide them an energy efficient cloud along with a sustainability score. This score is indicative of how much improvement in the energy consumed and carbon footprint can be achieved through this migration to the suggested cloud. © 2020 ACM."
"Xu J., Liu X., Li X., Zhang L., Yang Y.","Xu, J., School of Computer Science and Technology, Anhui University, Hefei, China; Liu, X., School of Information Technology, Deakin University, Geelong, Australia; Li, X., School of Computer Science and Technology, Anhui University, Hefei, China; Zhang, L., Antwork Robotics Co. Ltm., Hangzhou, China; Yang, Y., School of Computer Science and Technology, Anhui University, Hefei, China, School of Software and Electrical Engineering, University of Technology, Melbourne, Australia",Express: An Energy-Efficient and Secure Framework for Mobile Edge Computing and Blockchain based Smart Systems**This research is in part supported by the National Natural Science Foundation of China Project No. 61972001,"Proceedings - 2020 35th IEEE/ACM International Conference on Automated Software Engineering, ASE 2020",9.78E+12,Deakin University;Monash University;NASA Ames Research Centre,2020,nan,nan,10.1145/3324884.3415294,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099237160&doi=10.1145%2f3324884.3415294&partnerID=40&md5=dd3977fc00a9d7cdf03d3dd36130355a,Institute of Electrical and Electronics Engineers Inc.,"35th IEEE/ACM International Conference on Automated Software Engineering, ASE 2020",4,Blockchain; Computation Management; Data Management; Mobile Edge Computing; Smart System Framework,English,Scopus,"As most smart systems such as smart logistic and smart manufacturing are delay sensitive, the current mainstream cloud computing based system architecture is facing the critical issue of high latency over the Internet. Meanwhile, as huge amount of data is generated by smart devices with limited battery and computing power, the increasing demand for energy-efficient machine learning and secure data communication at the network edge has become a hurdle to the success of smart systems. To address these challenges with using smart UAV (Unmanned Aerial Vehicle) delivery system as an example, we propose EXPRESS, a novel energy-efficient and secure framework based on mobile edge computing and blockchain technologies. We focus on computation and data (resource) management which are two of the most prominent components in this framework. The effectiveness of the EXPRESS framework is demonstrated through the implementation of a real-world UAV delivery system. As an open-source framework, EXPRESS can help researchers implement their own prototypes and test their computation and data management strategies in different smart systems. The demo video can be found at https://youtu.be/r3U1iU8tSmk. © 2020 ACM."
"Ramzan Ali A.B., Alagumariappan P., Vijayalakshmi S., Gughan N.M., Bhaskar K.B.","Ramzan Ali, A.B., B.S. Abdur Rahman Crescent Institute of Science and Technology, Department of Eee, Chennai, India; Alagumariappan, P., B.S. Abdur Rahman Crescent Institute of Science and Technology, Department of Eee, Chennai, India; Vijayalakshmi, S., VelTech Rangarajan Dr. Sagunthala Rd Institute of Science and Technology, Department of Ece, Chennai, India; Gughan, N.M., B.S. Abdur Rahman Crescent Institute of Science and Technology, Department of Eee, Chennai, India; Bhaskar, K.B., Adhi College of Engineering and Technology, Department of Eee, Chennai, India",Analysis of Secure Transfer of Healthcare Data using Fog Computing,"Proceedings - International Conference on Smart Electronics and Communication, ICOSEC 2020",9.78E+12,nan,2020,nan,nan,10.1109/ICOSEC49089.2020.9215405,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094203249&doi=10.1109%2fICOSEC49089.2020.9215405&partnerID=40&md5=8089a9f1c0703a1475c0f23824c3062f,Institute of Electrical and Electronics Engineers Inc.,"2020 International Conference on Smart Electronics and Communication, ICOSEC 2020",3,cloud server; decryption; Encryption; fog computing; patient healthcare information,English,Scopus,"In recent years, due to the technology advancements; data (or) information is considered as a future currency. With ample amount of data, the decision of a person can be predicted using machine learning algorithm. Different types of data for a person can be collected however medical data is considered to be the most valuable one. To enable safe and secure transportation of Medical data from different locations, many algorithms are developed. In this work, the efficacy of transferring Patient Healthcare Information (PHI) using two different encryption standards namely Advanced Encryption Standards (AES) and Rivest-Shamir-Adleman(RSA) is compared. Further, the AES and RSA algorithms are coded inside Raspberry PI hardware using open source Python software. Also, the Raspberry PI is used a fog computing device to encrypt the PHI data. Results demonstrate that the proposed fog device is capable of encrypting PHI data using two different crypto algorithms namely AES and RSA. Also, it is observed that the performance of AES algorithm is better when compared to RSA algorithm.. © 2020 IEEE."
"Tang W., Wang W., Fanti G., Oh S.","Tang, W., Carnegie Mellon University, Pittsburgh, PA, United States; Wang, W., Carnegie Mellon University, Pittsburgh, PA, United States; Fanti, G., Carnegie Mellon University, Pittsburgh, PA, United States; Oh, S., University of WashingtonWA, United States",Privacy-Utility Tradeoffs in Routing Cryptocurrency over Payment Channel Networks,Performance Evaluation Review,nan,nan,2020,48,1,10.1145/3393691.3394213,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088442003&doi=10.1145%2f3393691.3394213&partnerID=40&md5=e89313abce9316177bea9a464ee74e51,Association for Computing Machinery,nan,2,nan,English,Scopus,"As the adoption of cryptocurrencies grows to unprecedented levels, the scalability of blockchain technologies has become increasingly important. A major open question is whether cryptocurrencies are fundamentally able to support as much traffic as traditional, centralized solutions. One prominent approach for improving the scalability of blockchains is payment channel networks (PCNs) [1]. Instead of committing every transaction to the blockchain, a separate overlay network (called a PCN) is maintained. Each node represents a user, and each edge (or payment channel) represents pre-allocated funds that can be efficiently transacted between the two endpoints under a mutual agreement. Users can transact with each other by relaying payments over a sequence of channels. © 2020 Copyright is held by the owner/author(s)."
"Dirgantoro K.P., Lee J.M., Kim D.-S.","Dirgantoro, K.P., Kumoh National Institute of Technology, Dept. of IT Convergence Engineering, Gumi, 39177, South Korea; Lee, J.M., Kumoh National Institute of Technology, Dept. of IT Convergence Engineering, Gumi, 39177, South Korea; Kim, D.-S., Kumoh National Institute of Technology, Dept. of IT Convergence Engineering, Gumi, 39177, South Korea",Generative Adversarial Networks Based on Edge Computing with Blockchain Architecture for Security System,"2020 International Conference on Artificial Intelligence in Information and Communication, ICAIIC 2020",9.78E+12,nan,2020,nan,nan,10.1109/ICAIIC48513.2020.9065231,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084080135&doi=10.1109%2fICAIIC48513.2020.9065231&partnerID=40&md5=ee54ead83a198889a2f3ceddfc848704,Institute of Electrical and Electronics Engineers Inc.,"2nd International Conference on Artificial Intelligence in Information and Communication, ICAIIC 2020",4,Edge computing; face recognition; generative adversarial networks (GAN); low static difficulty blockchain,English,Scopus,"This paper proposes a face recognition for security system based on artificial intelligence and edge computing with a limited dataset. Generative adversarial networks (GANs) are used to manipulate the dataset in order to overcome the accuracy issue of the limited dataset. The average accuracy of GANs outperforms the limited dataset up to 92.79%. Edge computing is used to overcome a high latency of cloud computing with Jetson Nano board, which produces an average of 8.8 frame-per-second. Furthermore, the detected face will make a payment using a smart contract to the blockchain network with low static difficulty to open a gate or door's lock. In comparison, a low static difficulty outperforms the Proof-of- Work consensus algorithm in terms of transaction time around 33-39 milliseconds. © 2020 IEEE."
"Savi M., Santoro D., Di Meo K., Pizzolli D., Pincheira M., Giaffreda R., Cretti S., Kum S.-W., Siracusa D.","Savi, M., Fondazione Bruno Kessler, Trento, Italy; Santoro, D., Fondazione Bruno Kessler, Trento, Italy; Di Meo, K., Fondazione Bruno Kessler, Trento, Italy; Pizzolli, D., Fondazione Bruno Kessler, Trento, Italy; Pincheira, M., Fondazione Bruno Kessler, Trento, Italy; Giaffreda, R., Fondazione Bruno Kessler, Trento, Italy; Cretti, S., Fondazione Bruno Kessler, Trento, Italy; Kum, S.-W., Korea Electronics Technology Institute, Seoul, South Korea; Siracusa, D., Fondazione Bruno Kessler, Trento, Italy",A Blockchain-based Brokerage Platform for Fog Computing Resource Federation,"2020 23rd Conference on Innovation in Clouds, Internet and Networks and Workshops, ICIN 2020",9.78E+12,nan,2020,nan,nan,10.1109/ICIN48450.2020.9059337,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084044340&doi=10.1109%2fICIN48450.2020.9059337&partnerID=40&md5=5a6df5d8d8e8befcd3c6fc829caff316,Institute of Electrical and Electronics Engineers Inc.,"23rd Conference on Innovation in Clouds, Internet and Networks and Workshops, ICIN 2020",3,nan,English,Scopus,"This demonstration aims at showcasing an initial version of the DECENTER Brokerage Platform, which leverages an Ethereum blockchain to enable resource federation among different Fog Computing infrastructures. We consider a scenario where an Italian Infrastructure Provider wants to seamlessly extend its pool of resources to get access to an IP camera located in Korea, so that it can deploy an application to locally perform text recognition from a live video stream. © 2020 IEEE."
"Ahmed M.R., Javed Mehedi Shamrat F.M., Ali M.A., Mia M.R., Khatun M.A.","Ahmed, M.R., Daffodil International University, Bangladesh; Javed Mehedi Shamrat, F.M., Daffodil International University, Bangladesh; Ali, M.A., Daffodil International University, Dhaka, Bangladesh; Mia, M.R., Daffodil International University, Bangladesh; Khatun, M.A., Daffodil International University, Bangladesh",The future of electronic voting system using blockchain,International Journal of Scientific and Technology Research,nan,nan,2020,9,2,nan,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079907290&partnerID=40&md5=165e54a7617561a48670e17d98fa64a9,International Journal of Scientific and Technology Research,nan,4,Blockchain; Distributed E-voting Architecture; Electronic Ballot; Electronic Voting,English,Scopus,"Blockchain is cutting-edge technology and it has been gaining popularity for cryptocurrency and financial transactions. The transaction process is maintained by the blockchain, which can be used to verify the reliability of the transactional contract. The main effort in this study is the significant accessibility of block-chain based on other technologies including the electronic voting (e-voting) system. In particular, the traditional e-voting system has various limitations and challenges for a very long time. For building a secure e-voting system we have proposed a blockchain-based distributed application that offers fairness, transparency, and flexibility than the existing system. The paper presents a novel secured distributed database of the voter’s information, and voter information will be deposited against their private key and digital signature in the central database. Finally, the block-chain based application allows solid robustness, privacy, and transparency which improves the system reliability, secure and reductions the expenditure of hosting a countrywide election. © 2020 IJSTR."
Alam T.,"Alam, T., Department of Computer Science, Islamic University of Madinah, Madinah, Saudi Arabia",Design a blockchain-based middleware layer in the internet of things architecture,International Journal on Informatics Visualization,nan,nan,2020,4,1,10.30630/joiv.4.1.334,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098824668&doi=10.30630%2fjoiv.4.1.334&partnerID=40&md5=ec77db3e5c3658ff7d2def9e93f2e881,Politeknik Negeri Padang,nan,4,Blockchain Technology; Cloud computing; Fog Computing; Internet of Things; Middleware; Wireless Communication,English,Scopus,"In next-generation computing, the role of cloud, internet and smart devices will be capacious. Nowadays we all are familiar with the word smart. This word is used a number of times in our daily life. The Internet of Things (IoT) will produce remarkable different kinds of information from different resources. It can store big data in the cloud. The fog computing acts as an interface between cloud and IoT. The extension of fog in this framework works on physical things under IoT. The IoT devices are called fog nodes, they can have accessed anywhere within the range of the network. The blockchain is a novel approach to record the transactions in a sequence securely. Developing a new blockchains based middleware framework in the architecture of the Internet of Things is one of the critical issues of wireless networking where resolving such an issue would result in constant growth in the use and popularity of IoT. The proposed research creates a framework for providing the middleware framework in the internet of smart devices network for the internet of things using blockchains technology. Our main contribution links a new study that integrates blockchains to the Internet of things and provides communication security to the internet of smart devices. © 2020, Politeknik Negeri Padang. All rights reserved."
"Tunstad P., Khan A.M., Ha P.H.","Tunstad, P., Department of Computer Science, UiT The Arctic University of Norway, Tromsø, Norway; Khan, A.M., Department of Computer Science, UiT The Arctic University of Norway, Tromsø, Norway; Ha, P.H., Department of Computer Science, UiT The Arctic University of Norway, Tromsø, Norway",HyperProv: Decentralized resilient data provenance at the edge with blockchains,"Middleware Demos and Posters 2019 - Proceedings of the 2019 20th International Middleware Conference Demos and Posters, Part of Middleware 2019",9.78E+12,ACM,2019,nan,nan,10.1145/3366627.3368105,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078900202&doi=10.1145%2f3366627.3368105&partnerID=40&md5=7820c2cd27faa8035909a0e4b888d116,"Association for Computing Machinery, Inc","20th International Middleware Conference Demos and Posters, Middleware 2019",2,Blockchain; Data Provenance; Edge Computing,English,Scopus,"Data provenance and lineage are critical for ensuring integrity and reproducibility of information in research and application. This is particularly challenging for distributed scenarios, where data may be originating from decentralized sources without any central control by a single trusted entity. We present HyperProv, a general framework for data provenance based on the permissioned blockchain Hyperledger Fabric (HLF), and to the best of our knowledge, the first system that is ported to ARM based devices such as Raspberry Pi (RPi). HyperProv tracks the metadata, operation history and data lineage through a set of built-in queries using smart contracts, enabling lightweight retrieval of provenance data. HyperProv provides convenient integration through a NodeJS client library, and also includes off-chain storage through the SSH file system. We evaluate HyperProv’s performance, throughput, resource consumption, and energy efficiency on x86-64 machines, as well as on RPi devices for IoT use cases at the edge. © 2019 Copyright held by the owner/author(s)."
"Feng J., Yi-Can L.","Feng, J., Nanyang Institute of Technology, Nanyang, China; Yi-Can, L., Nanyang Stone-carved Art Museum in Han Dynasty, Nanyang, China",A fast and robust image registration algorithm,"Proceedings - 2019 6th International Conference on Information Science and Control Engineering, ICISCE 2019",9.78E+12,et al.;IEEE;Shanghai Lixin University of Accounting and Finance;Shanghai Pudong New Area Association For Computer;Swinburne University of Technology;Wayne State University,2019,nan,nan,10.1109/ICISCE48695.2019.00017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087080336&doi=10.1109%2fICISCE48695.2019.00017&partnerID=40&md5=3fd83dcd46636943dd1c9c44c1bdf44d,Institute of Electrical and Electronics Engineers Inc.,"6th International Conference on Information Science and Control Engineering, ICISCE 2019",3,Feature detection; Image registration; Point matching; Point operator,English,Scopus,"An image registration algorithm combining with local regions and feature points is put forward. An improved zero-crossing edge detection replacing Laplace-of-Gaussian operator with Mexican-hat wavelet is carried out to achieve local regions of image and preliminary registration is conducted. Relying on the feature extraction method for Mexican-hat filter response in different scale space, feature point extraction is conducted. Finally, the transformation matrix is achieved by grouping these feature points according to regions for registration and choosing the best registration result from each group, the strategy of the matching process is named grouped sample consensus. Combined with the advantages of the two methods, registration efficiency is improved on the basis of guaranteeing the precision. © 2019 IEEE."
"Woo S., Kim Y., Park J., Lim Y., Huh E.-N.","Woo, S., Department of Computer Science and Engineering, Kyung Hee University, Gyeonggi-do, 17104, South Korea; Kim, Y., Department of Computer Science and Engineering, Kyung Hee University, Gyeonggi-do, 17104, South Korea; Park, J., Department of Computer Science and Engineering, Kyung Hee University, Gyeonggi-do, 17104, South Korea; Lim, Y., Department of Computer Science and Engineering, Kyung Hee University, Gyeonggi-do, 17104, South Korea; Huh, E.-N., Department of Computer Science and Engineering, Kyung Hee University, Gyeonggi-do, 17104, South Korea",A study on blockchain-based lightweight logging framework for service availability in resource-limited edge cloud,"Proceedings of the International Conference on Cloud Computing Technology and Science, CloudCom",9.78E+12,Institute of Electrical and Electronics Engineers (IEEE),2019,2019-December,nan,10.1109/CloudCom.2019.00067,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079032338&doi=10.1109%2fCloudCom.2019.00067&partnerID=40&md5=2011fce85311b7526fda647d0bc68199,IEEE Computer Society,"11th IEEE International Conference on Cloud Computing Technology and Science, CloudCom 2019, 19th IEEE International Conference on Computer and Information Technology, CIT 2019, 2019 International Workshop on Resource Brokering with Blockchain, RBchain 2019 and 2019 Asia-Pacific Services Computing Conference, APSCC 2019",4,Edge cloud; Logging; QoS; Service availability,English,Scopus,"In the edge cloud, when two types of service providers provide edge nodes, each service provider has different logging areas, making it difficult to access QoS violations and complying with service level agreements (SLAs). Thus, the third-party broker plays a role of confirming QoS violations and compliance between the two providers, thereby securing reliability between the CSP and NP. In addition, by improving the existing logging technique in the edge cloud with limited resources, it reduces the CPU usage to improve the availability of cloud services. Therefore, we propose a broker-based framework that improves the service availability by reducing the CPU usage and secures QoS compliance and violations. © 2019 IEEE."
"Fan Y., Zhao G., Sun X., Wang J., Lei X., Xia F.","Fan, Y., China University of Petroleum, Dept. of Computer Science and Technology, Beijing, China; Zhao, G., China University of Petroleum, Dept. of Computer Science and Technology, Beijing, China; Sun, X., China University of Petroleum, Dept. of Computer Science and Technology, Beijing, China; Wang, J., China University of Petroleum, Dept. of Computer Science and Technology, Beijing, China; Lei, X., China University of Petroleum, Dept. of Computer Science and Technology, Beijing, China; Xia, F., China University of Petroleum, Dept. of Computer Science and Technology, Beijing, China",A Security Scheme for Fog Computing Environment of IoT,IoT S and P 2019 - Proceedings of the 2nd International ACM Workshop on Security and Privacy for the Internet-of-Things,9.78E+12,ACM SIGSAC,2019,nan,nan,10.1145/3338507.3358621,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083917432&doi=10.1145%2f3338507.3358621&partnerID=40&md5=03962155ad82ea849456378bf54c7ea4,"Association for Computing Machinery, Inc","2nd International ACM Workshop on Security and Privacy for the Internet-of-Things, IoT S and P 2019",2,fog computing.; iot; security; security scheme,English,Scopus,"As an extension of cloud computing, fog computing environment as well as fog node plays an increasingly important role in internet of things (IoT). This technology provides IoT with more distributed and efficient applications and services. However, IoT nodes have so much variety and perform poorly, which leads to more security issues. For this situation, we initially design a security scheme for the IoT fog environment. Based on the combination of Blockchain and Trusted Execution Environment (TEE) technologies, the security of data storage and transmission from fog nodes to the cloud are ensured, thus ensuring the trustworthiness of the data source in the fog environment. © 2019 Owner/Author."
"Li J., Towsley D., Zou S., Veeravalli V.V., Ciocarlie G.","Li, J., Binghamton University-SUNY, United States; Towsley, D., University of Massachusetts Amherst, United States; Zou, S., University at Buffalo, United States; Veeravalli, V.V., University of Illinois at Urbana-Champaign, United States; Ciocarlie, G., SRI International, United States",A Consensus-based Approach for Distributed Quickest Detection of Significant Events in Networks,"Conference Record - Asilomar Conference on Signals, Systems and Computers",9.78E+12,nan,2019,2019-November,nan,10.1109/IEEECONF44664.2019.9048991,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083305209&doi=10.1109%2fIEEECONF44664.2019.9048991&partnerID=40&md5=9744ab7fca90cd03794840a2b4c53ba0,IEEE Computer Society,"53rd Asilomar Conference on Circuits, Systems and Computers, ACSSC 2019",4,Anomaly detection; consensus algorithm; distributed algorithm; quickest change detection; sequential change detection,English,Scopus,"This paper studies the problem of quickest detection of significant events in networks, where nodes undergo a change in the data generating the distributions of their observations due to events that occurred at some unknown time. Events can propagate dynamically along edges in the network to affect more nodes over time; however, the propagation dynamics are assumed to be unknown. A consensus-based distributed-detection algorithm is proposed to detect a 'significant' event, i.e., at least η nodes have been affected by the event, as quickly as possible, subject to false alarm constraints. It is shown that the proposed distributed algorithm achieves an equivalent performance to that of a centralized algorithm, which was shown to be first-order asymptotically optimal, as the false alarm rate goes to zero. Finally, numerical experiments are provided to evaluate the efficiency of the proposed algorithm. © 2019 IEEE."
"Al-Doghman F., Chaczko Z., Brooke W., Gordon L.C.","Al-Doghman, F., University of Technology, Faculty of Engineering and IT, Sydney, Australia; Chaczko, Z., University of Technology, Faculty of Engineering and IT, Sydney, Australia; Brooke, W., University of Technology, Faculty of Engineering and IT, Sydney, Australia; Gordon, L.C., University of Technology, Faculty of Engineering and IT, Sydney, Australia",Social Consensus-inspired Aggregation Algorithms for Edge Computing,"2019 3rd Cyber Security in Networking Conference, CSNet 2019",9.78E+12,nan,2019,nan,nan,10.1109/CSNet47905.2019.9108947,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086703140&doi=10.1109%2fCSNet47905.2019.9108947&partnerID=40&md5=7650972e5eacafdb63379f7cc77e6782,Institute of Electrical and Electronics Engineers Inc.,"3rd Cyber Security in Networking Conference, CSNet 2019",4,Bayesian Machine Learning; Consensus; Data Aggregation; Edge Computing; Internet of Things,English,Scopus,"The current interest about the∗nternet of Things (IoT) evokes the establishment of infinite services giving huge, active, and varied information sets. Within it, an enormous mass of heterogeneous data are generated and interchanged by billions of device which can yield to an enormous information traffic jam and affects network efficiency. To get over this issue, there's a necessity for an effective, smart, distributed, and in-network technique that uses a cooperative effort to aggregate data along the pathway from the network edge to its sink. we tend to propose an information organization blueprint that systematizes data aggregation and transmission within the bounds of the Edge domain from the front-end until the Cloud. A social consensus technique obtained by applying statistical analysis is employed within the blueprint to get and update a policy concerning a way to aggregate and transmit data according to the order of information consumption inside the network. The Propose technique, consensus Aggregation, uses statistical Machine Learning to consolidate the approach and appraise its performance. inside the normal operation of the approach, data aggregation is performed with the utilization of data distribution. A notable information delivery efficiency was obtained with a nominal loss in precision as the blueprint was tested inside a particular environment as a case study. The conclusion of the strategy showed that the consensus approach overcome the individual ones in several directions. © 2019 IEEE."
"Bai H., Jiang Y., Yang H., Xia G.","Bai, H., College of Computer Science and Technology, National University of Defense Technology, Changsha, China; Jiang, Y., College of Computer Science and Technology, National University of Defense Technology, Changsha, China; Yang, H., College of Computer Science and Technology, National University of Defense Technology, Changsha, China; Xia, G., College of Computer Science and Technology, National University of Defense Technology, Changsha, China",The messaging protocols analysis of integrating blockchain and edge computing for IoT,"Proceedings of the IEEE International Conference on Software Engineering and Service Sciences, ICSESS",9.78E+12,IEEE Beijing Section;The Institute of Electrical and Electronics Engineers,2019,2019-October,nan,10.1109/ICSESS47205.2019.9040843,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082876984&doi=10.1109%2fICSESS47205.2019.9040843&partnerID=40&md5=ff6d3cd3eade35807d7ad9c7effe2f84,IEEE Computer Society,"10th IEEE International Conference on Software Engineering and Service Science, ICSESS 2019",4,CoAP; Internet of things; Messaging protocol; MQTT,English,Scopus,"The integration of blockchain (BC) and edge computing (EC) enables more reliable access and control for Internet of Things (IoT), providing faster network services, richer data storage and calculations in the edge network in a secure manner. However, the choice of messaging protocol is a challenging task, no single protocol can meet all the current cases. The MQTT and CoAP protocols are two well-known lightweight protocols to address the dilemma. In this paper, we compare and analyze the strengths and limitations of MQTT and CoAP based the practical application of integration. A new messaging model combining two protocols is proposed to make up and solve the shortcomings currently faced. The experimental results show the performance of the two protocols and their combination is better than the use of one single protocol. © 2019 IEEE."
